title:unconcerned, start timestamp:1741764852.494637, stop timestamp:1741764889.809570, headset type:EPOCX, headset serial:E502023B, headset firmware:730, channels:55, sampling rate:eeg_128, samples:4780      , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4
1741764852.572718,1741764852.745043,24.000000,0.000000,4274.487305,4253.077148,4280.256348,4284.871582,4261.282227,4217.563965,4272.051270,4251.922852,4223.974121,4223.846191,4386.666504,4411.282227,4357.948730,4422.692383,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.580526,1741764852.752751,25.000000,0.000000,4290.897461,4253.974121,4290.000000,4295.128418,4258.461426,4210.641113,4277.820313,4259.102539,4239.487305,4226.794922,4437.820313,4401.153809,4372.051270,4428.717773,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.588334,1741764852.760559,26.000000,0.000000,4294.743652,4259.871582,4309.358887,4309.230957,4254.615234,4212.051270,4285.384766,4275.128418,4265.897461,4252.820313,4455.769043,4411.153809,4382.051270,4445.897461,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.596142,1741764852.768267,27.000000,0.000000,4294.871582,4264.871582,4318.333496,4322.692383,4254.487305,4208.461426,4282.436035,4272.820313,4253.974121,4254.358887,4429.743652,4425.512695,4383.077148,4450.769043,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.603950,1741764852.776075,28.000000,0.000000,4306.922852,4271.794922,4323.077148,4326.922852,4261.666504,4203.717773,4278.461426,4269.487305,4241.666504,4249.102539,4423.717773,4443.205078,4382.179688,4455.128418,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.611759,1741764852.783783,29.000000,0.000000,4310.641113,4278.461426,4315.256348,4327.307617,4268.077148,4207.307617,4289.615234,4282.948730,4264.487305,4260.128418,4458.589844,4445.256348,4385.256348,4463.205078,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.619567,1741764852.791691,30.000000,0.000000,4302.692383,4278.717773,4303.461426,4345.256348,4271.794922,4206.025879,4293.717773,4289.615234,4276.153809,4265.769043,4475.512695,4438.077148,4395.000000,4466.794922,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.627375,1741764852.799500,31.000000,0.000000,4314.871582,4272.179688,4319.487305,4360.512695,4278.846191,4202.051270,4292.307617,4286.666504,4263.461426,4263.589844,4427.179688,4455.384766,4408.333496,4472.179688,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.635183,1741764852.807408,32.000000,0.000000,4337.179688,4280.897461,4352.436035,4363.333496,4288.333496,4206.025879,4305.000000,4301.282227,4272.307617,4272.051270,4418.717773,4482.179688,4411.282227,4487.563965,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764852.642991,1741764852.815216,33.000000,0.000000,4334.358887,4304.487305,4360.769043,4384.102539,4299.230957,4205.512695,4309.230957,4314.871582,4291.538574,4284.743652,4498.205078,4479.743652,4408.461426,4504.743652,0.000000,3.000000,73.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
